type,original_title,title,overview,release_date,popularity,vote_average,genres,ott_platforms
movie,ME,ME,,2024-05-27,1.816,8.8,"애니메이션, 드라마, SF, 음악",
movie,Přátelské setkání nad sportem,Přátelské setkání nad sportem,,2024-03-28,1.816,0.0,"코미디, 드라마",DocAlliance Films
movie,Daytime Revolution,Daytime Revolution,,2024-10-09,1.816,10.0,다큐멘터리,
movie,"Vetre, pričaj sa mnom","Vetre, pričaj sa mnom",,2025-02-04,2.318,0.0,다큐멘터리,
movie,Sueños Dorados,Sueños Dorados,,2025-02-13,2.675,0.0,"다큐멘터리, 가족",
movie,Hanami,Hanami,,2024-08-14,1.867,6.5,드라마,
movie,Control,컨트롤: 원격주행,"총리의 딸을 차에 태운 여성 내무부장관 자율주행 차는 원격주행으로 하이재킹된다. 놈은 차를 완벽하게 통제하고 협상을 건다. 내릴 수도, 멈출 수도, 운전할 수도 없다. 폭주하는 원격주행 차에서 탈출하라. 생존을 건 두뇌게임이 시작된다. 드라이빙 액션 서바이벌을 만난다!",2023-12-15,1.814,4.9,"액션, 스릴러",
movie,Alter weisser Mann,Alter weisser Mann,,2024-10-31,1.813,6.0,코미디,
movie,Autobiografia di una Borsetta,Autobiografia di una Borsetta,,2025-02-13,2.673,0.0,,
movie,Traumatika,Traumatika,,2024-08-24,1.813,0.0,공포,
movie,Old Ways,Old Ways,,2025-02-13,2.674,0.0,드라마,
movie,뽀로로 극장판 바닷속 대모험,뽀로로 극장판 바닷속 대모험,"바다의 수호자 ‘레드헌터스’를 이끄는 ‘머록’ 대장을 따라 바다를 지키는 영웅이 되기 위해 바닷속 모험을 떠난 뽀로로와 친구들. 하지만 거대한 괴물 ‘시터스’가 뽀로로와 친구들의 잠수함을 통째로 삼켜버리고, ‘머록’ 대장의 도움으로 가까스로 구출된 ‘뽀로로’와 ‘크롱’은 ‘시터스’에게 잡혀간 친구들을 구하기 위해 ‘최후의 시터스’ 사냥에 나선 ‘레드헌터스’의 마지막 작전에 함께하기로 한다. 그러나, 비밀스러운 소녀 ‘마린’이 나타나 그들의 작전을 방해하기 시작하고 바닷속에 숨겨진 진짜 비밀이 드러나게 되는데… 과연, 뽀로로와 친구들은 신비한 비밀을 풀고 진정한 ‘씨 가디언즈’가 될 수 있을까?",2025-01-01,1.811,0.0,"애니메이션, 가족, 모험, 판타지",
movie,Slide,Slide,,2025-01-14,2.277,7.5,"드라마, 스릴러",
movie,The Quarterback Next Door,The Quarterback Next Door,,2024-12-28,2.091,4.0,"드라마, 로맨스",
movie,Apprendre,수업,"파리 외곽의 마카렌코 공립 초등학교 아이들은 배우고 싶어하고 응원받기를 바란다. 한편, 교사들은 그들의 교육이 지식을 전달하는 것에 그치지 않고 인성을 함양하는 역할도 해야 한다는 것을 알고 있다. 세심한 관심과 끈기, 노력을 통해 아이들은 책임감 있는 시민으로 성장할 뿐 아니라 온전한 인간으로 자라난다.",2025-01-29,2.41,7.2,다큐멘터리,
movie,In the Palm of My Hand,In the Palm of My Hand,,2025-02-13,2.672,0.0,,
movie,Can Elon Musk Rule The World?,Can Elon Musk Rule The World?,,2025-02-06,1.984,10.0,다큐멘터리,
movie,Consumed,Consumed,,2024-08-16,2.846,4.6,공포,
movie,मैं अटल हूँ,मैं अटल हूँ,,2024-01-19,2.671,5.7,드라마,
movie,INFINITY IN BOTH DIRECTIONS,INFINITY IN BOTH DIRECTIONS,,2025-02-13,2.672,0.0,"공포, 애니메이션",
movie,బచ్చల మల్లి,బచ్చల మల్లి,,2024-12-20,1.808,6.0,"액션, 드라마",
movie,The Speedway Murders,The Speedway Murders,,2024-06-21,1.808,5.3,"범죄, 다큐멘터리",
movie,This Closeness,This Closeness,,2024-06-07,1.808,5.6,"드라마, 코미디",MUBI
movie,Баавгай болохсон,차라리 겨울 잠을 자고 싶어,"엄마가 시골로 돈 벌러 가면서 막내를 친척집에 맡기고, 두 동생은 십 대 소년 울지가 돌보게 된다. 자존심 강하고 총명한 울지는 물리 경시대회에 입상해서 상급학교에 진학하고 엔지니어가 되겠다는 꿈을 갖고 있으나, 매번 땔감을 마련하는 것이 문제다. 다만 소년에게 울어도 된다고 말해주는 이웃들이 있어 남매의 혹독한 겨울 이야기는 뜻밖의 위로로 남는다.",2024-01-10,1.83,6.8,드라마,
movie,Smok Diplodok,Smok Diplodok,,2024-09-28,1.808,0.0,"애니메이션, 가족, 모험, 판타지",
movie,Trouble,미스터 트러블,어느 날 억울하게 살인자로 몰린 허술한 전자제품 영업 사원. 그가 부패한 경찰에 맞서 자신의 무고함을 증명하고자 분투한다. 어쩌면 온갖 불법적인 계획을 총동원해야 할지도 모른다.,2024-10-09,1.808,3.5,"액션, 코미디",
movie,Anak Kolong,Anak Kolong,,2024-11-07,1.807,0.0,"드라마, 로맨스",
movie,The Fall of Destiny,The Fall of Destiny,,2025-02-13,2.672,0.0,드라마,
movie,Amos de la cuadra,Amos de la cuadra,,2025-02-13,2.672,0.0,,
movie,Cuando me deje de ver,Cuando me deje de ver,,2025-02-13,2.672,0.0,,
movie,Shohei Ohtani: Beyond the Dream,오타니 쇼헤이 - 비욘드 더 드림,"지금껏 이런 선수는 없었다! 야구 천재 오타니 쇼헤이가 MLB 스타로 성장해 온 과정을 충실하게 담아낸 다큐멘터리. 오타니가 재능을 키우고 부상과 씨름하며 특유의 사고방식으로 인종과 언어, 규율과 문화 등 모든 장벽을 깨뜨리는 슈퍼스타 야구선수가 되기까지의 여정을 감동적으로 그려냈다.",2023-11-17,1.807,5.889,다큐멘터리,Disney Plus
movie,Macabre!,Macabre!,,2025-02-13,2.922,0.0,공포,
movie,Clear Cut,Clear Cut,,2024-07-19,1.805,4.3,"스릴러, 액션",
movie,A House Is Not a Disco,A House Is Not a Disco,,2024-03-08,2.007,0.0,다큐멘터리,
movie,Hyper: The Stevie Hyper D Story,Hyper: The Stevie Hyper D Story,,2024-11-22,1.804,10.0,다큐멘터리,
movie,Oak,Oak,,2024-03-14,3.258,0.0,공포,
movie,Mistress Dispeller,Mistress Dispeller,,2025-01-29,1.802,0.0,다큐멘터리,
movie,Studio One Forever,Studio One Forever,,2024-10-18,2.007,7.8,다큐멘터리,
movie,Ryan's World the Movie: Titan Universe Adventure,Ryan's World the Movie: Titan Universe Adventure,,2024-08-16,1.894,2.3,"가족, 애니메이션, 코미디, 판타지, 액션",
movie,Putins Bären - Die gefährlichsten Hacker der Welt,Putins Bären - Die gefährlichsten Hacker der Welt,,2024-02-22,1.801,7.8,"다큐멘터리, TV 영화",
movie,Золото Умальты,Золото Умальты,,2024-04-04,1.8,2.0,"드라마, 서부, 모험",
movie,Middletown,Middletown,,2025-01-28,1.799,0.0,다큐멘터리,
movie,الهوى سلطان,الهوى سلطان,,2024-11-06,2.225,6.0,"드라마, 로맨스",
movie,Volevo un figlio maschio,Volevo un figlio maschio,,2023-10-05,2.258,5.864,코미디,
movie,Checkmate,Checkmate,,2024-04-18,1.798,0.0,,
movie,阴山异闻录,음산이문록,"남녀 주인공과 악역의 강렬한 대비를 통해 순수하고 아름다운 인간의 감정에 대한 향수를 전달하고, 관객을 선으로 인도하는 창작자의 밝은 에너지를 표현하는 미스터리 스릴러 영화다. 또한 마을 사람들에 대한 자각의 과정을 통해 봉건사상의 단점을 보여주고 '스스로의 힘으로 운명을 바꾸고 더 나은 삶을 만들어야 한다'는 이념을 전달한다.",2025-02-07,2.034,0.0,"판타지, 스릴러, 미스터리",
movie,Joe Rogan: Burn the Boats,조 로건: 무조건 직진,,2024-08-03,2.867,5.1,코미디,"Netflix, Netflix basic with Ads"
movie,Christmas in Alaska,Christmas in Alaska,,2024-12-19,2.657,6.4,"로맨스, 코미디, TV 영화",
movie,The Kingdom,The Kingdom,,2024-12-25,3.569,10.0,"액션, 모험",
movie,سوبر تونسي,سوبر تونسي,,2023-12-20,1.795,0.0,"코미디, SF",
movie,പ്രാവിൻകൂട് ഷാപ്പു,പ്രാവിൻകൂട് ഷാപ്പു,,2025-01-16,1.795,6.5,"스릴러, 범죄, 미스터리",
movie,From Roger Moore with Love,From Roger Moore with Love,,2024-12-15,1.794,7.0,다큐멘터리,
movie,The Debutantes,The Debutantes,,2024-06-07,1.793,0.0,다큐멘터리,
movie,The Kiss List,The Kiss List,,2023-11-24,1.793,6.8,"코미디, 로맨스",
movie,Average Joe,Average Joe,,2024-10-10,1.996,4.2,드라마,
movie,Mosaic,Mosaic,,2024-01-13,1.792,0.0,공포,
movie,There's a Dude in the Mirror,There's a Dude in the Mirror,,2025-02-13,2.668,0.0,코미디,
movie,Iedereen is van de wereld,Iedereen is van de wereld,,2025-02-12,2.45,0.0,"가족, 드라마",
movie,옐로우 하우스,옐로우 하우스,,2023-12-23,1.79,0.0,"로맨스, 드라마",
movie,Secret Love Triangle,Secret Love Triangle,,2023-12-30,1.79,5.5,"TV 영화, 스릴러",
movie,"Menus-Plaisirs, les Troisgros",메뉴의 즐거움 - 트와그로 가족,"다큐멘터리 계의 전설 프레드릭 와이즈먼 감독은 마흔네 번째 작품 <메뉴의 즐거움-트와그로 가족>에서 4대에 이어 레스토랑을 경영하는 트와그로 가족과 부르고뉴 지방에 있는 그들의 프렌치 레스토랑 ‘르 브와 상 포이으’(잎이 없는 숲)을 조망한다. 거장은 미슐랭 쓰리스타에 빛나는 식당 내부나 이곳을 찾는 유명인, 그리고 완성된 음식을 찍는 대신 요리가 손님의 테이블 위에 놓이기까지의 과정을 묵묵히 카메라에 담는다. 그날 사용할 식재료를 논의하는 모습, 신선한 채소를 고르는 새벽 시장, 치즈 가공 공장, 포도밭, 채소를 가꾸는 정원, 농부, 부엌에서 오케스트라의 단원들처럼 합을 맞춰 요리를 만들어 내는 셰프들. 그리고 그들의 속삭임과 제스처. 와이즈만은 2020년 여름, 본인을 별장으로 초대한 친구에게 감사를 표하기 위해 우연히 주변에 있는 식당을 검색하다 르 브와 상 포이으를 예약했고, 거기에서 셰프인 미셸 트와그로를 만났다고 한다. 거장의 우연한 만남으로, 우리는 또 한 편의 걸작을 마주한다.",2023-11-22,1.979,7.4,다큐멘터리,
movie,Тайное влечение,Тайное влечение,,2024-02-13,1.787,5.333,코미디,
movie,Game of Power,Game of Power,,2025-02-02,1.95,0.0,"미스터리, 범죄, 스릴러",
movie,Kvitebjørn,Kvitebjørn,,2024-12-25,2.787,0.0,"애니메이션, 가족, 모험, 코미디",
movie,Неприличные гости,Неприличные гости,,2024-04-25,1.786,7.0,코미디,
movie,Higuita: El camino del Escorpión,히귀타: 전갈의 길,"보잘것없는 기원부터 축구 전설까지, 이 다큐멘터리는 콜롬비아의 성장을 포착합니다 르네 히귀타, 상징적인 경력부터 개인적인 논란까지.",2023-11-02,3.347,8.0,다큐멘터리,"Netflix, Netflix basic with Ads"
movie,Catch Me If You Claus,Catch Me If You Claus,,2023-11-23,1.785,6.5,"TV 영화, 코미디, 로맨스",
movie,Rom,Rom,,2024-02-22,2.46,7.1,"드라마, 로맨스, 코미디",
movie,Porcelain,Porcelain,,2024-02-13,1.784,0.0,"드라마, 공포",
movie,Lass nicht los,Lass nicht los,,2024-01-24,1.784,6.0,드라마,
movie,নির্বাসন,নির্বাসন,,2024-01-01,1.784,0.0,"공포, 드라마",
movie,Cold Feet,Cold Feet,,2024-10-10,1.783,0.0,"드라마, 스릴러",
movie,Ovejas y lobos,Ovejas y lobos,,2024-02-02,1.783,0.0,드라마,
movie,Majka Mara,마더 마라: 욕정의 그림자,,2024-08-18,1.783,0.0,드라마,
movie,Smoking Tigers,스모킹 타이거스,"엘리트 입시 특강 캠프에서의 어느 여름, 외로움을 타는 십 대의 한국계 미국인 소녀는 자신의 정체를 숨기고 단체 생활에 적응하기 위해 노력하지만 성인이 된 후 씁쓸한 고통을 겪게 된다.",2024-08-16,1.782,5.7,드라마,
movie,Self-Portrait as a Coffee Pot,Self-Portrait as a Coffee Pot,,2024-04-17,1.781,9.0,다큐멘터리,MUBI
movie,장모님의 육체적 본능,장모님의 육체적 본능,,2024-03-29,3.005,0.0,드라마,
movie,קרוב אלי,קרוב אלי,,2024-09-19,1.779,6.0,"드라마, 로맨스",
movie,TSANGAAN.,TSANGAAN.,,2025-02-12,2.724,10.0,"드라마, 스릴러",
movie,Daniel el Travieso: Una aventura familiar,Daniel el Travieso: Una aventura familiar,,2023-10-19,1.824,9.0,"코미디, 가족",
movie,駒田蒸留所へようこそ,코마다 위스키 패밀리,"뉴스 편집자 ‘코타로’는 일본 크래프트 위스키에 관한 기사를 위해 ‘코마다 증류소’를 방문하고, 아버지가 세상을 떠난 후 가업을 물려받은 딸 ‘루이’를 만난다. ‘루이’는 할아버지와 아버지가 정성을 다해 지켜온 최상의 위스키 ‘코마’를 부활시키기 위해 고군분투하지만, 경영난, 원액 부족, 화재 등 많은 난관에 부딪친다. 하지만 어떤 시련에도 포기하지 않는 ‘루이’의 열정에 감동한 ‘코타로’, 오빠 ‘케이’, 그리고 ‘코마다 증류소’ 서포터즈는 가족의 추억이 담긴 환상의 위스키를 되살리고자 힘을 합치는데…",2023-11-10,1.778,7.2,"애니메이션, 드라마, 가족",Watcha
movie,Кореша,Кореша,,2024-10-17,1.777,0.0,코미디,
movie,사채소년,사채소년,"존재감도, 빽도, 돈도 없는 서열 최하위 '강진'. 일진들의 괴롭힘에 시달리며 최악의 학교 생활을 이어가던 중 우연한 기회로 사채업자 '랑'에게 동업을 제안받게 된다. 학업에 지친 학생들의 마음을 사랑으로 채워주는 '사채'. '랑'에게 전수받은 특별한 기술을 활용해 학생들에게 돈을 빌려주는 고교사채왕이 된 '강진'은 자신을 괴롭히던 일진 '남영'까지 돈으로 짓밟으며 단숨에 학교 서열 최강자에 등극한다. 짝사랑하는 '다영'과도 가까워지며 꿈같은 시간을 보낸 것도 잠시, 고교사채왕 '강진'의 자리를 위협하는 사람들이 나타나기 시작하는데...",2023-11-22,2.356,6.2,"액션, 드라마, 범죄","Netflix, wavve, Watcha, Netflix basic with Ads"
movie,Chabuca,Chabuca,,2024-04-11,1.777,5.6,"드라마, 로맨스",
movie,Attenborough and the Giant Sea Monster,Attenborough and the Giant Sea Monster,,2024-03-14,1.776,9.0,다큐멘터리,
movie,The Forbidden Love,The Forbidden Love,,2025-02-06,2.196,0.0,"드라마, 로맨스",
movie,Memoir Seorang Guru,Memoir Seorang Guru,,2024-05-30,1.775,6.0,"드라마, 역사",
movie,A Hundred Lies,A Hundred Lies,,2024-06-06,1.774,5.6,"드라마, 음악, 범죄",
movie,（真）新的一天,（真）新的一天,,2023-11-11,1.774,0.0,"스릴러, 로맨스, 범죄",
movie,From Power To Prison: The Trump Story Part 1,From Power To Prison: The Trump Story Part 1,,2024-05-01,1.772,0.0,다큐멘터리,
movie,De Gjenvendte,De Gjenvendte,,2024-01-26,1.772,0.0,"코미디, 공포",
movie,Deux femmes en or,Deux femmes en or,,2025-01-25,1.772,0.0,코미디,
movie,Captives,Captives,,2024-01-24,2.552,5.7,"드라마, 역사, 스릴러",
movie,Train Dreams,트레인 드림스,,2025-01-26,1.772,0.0,드라마,
movie,பார்க்கிங்,பார்க்கிங்,,2023-12-01,1.771,7.3,"드라마, 스릴러",
movie,« La Planète des singes » : une odyssée de l'espèce,« La Planète des singes » : une odyssée de l'espèce,,2024-05-03,1.77,7.8,"다큐멘터리, 역사, TV 영화",
movie,Móng Vuốt,Móng Vuốt,,2024-06-07,1.77,7.0,"공포, 스릴러, 드라마",
movie,Hikaru Utada Laughter in the Dark Tour 2018,우타다 히카루：래프터 인 더 다크 투어 2018,,2024-11-21,1.77,0.0,음악,"Netflix, Netflix basic with Ads"
movie,Michael McIntyre's 25th Year Stand-Up Special,Michael McIntyre's 25th Year Stand-Up Special,,2024-12-14,2.008,8.0,코미디,
movie,Max und die wilde 7 - Die Geister-Oma,맥스와 환상의 시니어팀,"맥스는 요양원에 사는 소년이다. 요양원 노인인 베라, 호르스트, 킬리안은 어린 맥스의 가장 친한 친구들이다. 맥스가 수업에서 괴롭힘을 당하고, 학교축구팀에서도 외면당하자 이를 보다못한 호르스트는 맥스와 노인들로 구성된 축구팀을 결성하여 학교 축구팀에 정식으로 도전장을 내민다.",2024-05-01,1.769,8.0,"가족, 코미디, 범죄",
movie,باي باي طبريا,바이 바이 티베리아스,유명 드라마 <석세션> 시리즈에도 출연한 팔레스타인 출신 배우 겸 감독으로 프랑스에서 활동해온 히암 압바스가 딸인 리나 수알렘 감독과 함께 고향으로 돌아와 4 대에 걸친 집안의 여성들과 그들이 공유하는 이별에 관해 탐색하는 여정을 담은 다큐멘터리,2024-01-12,2.06,8.1,다큐멘터리,
movie,O Horizon,O Horizon,,2025-02-08,1.873,0.0,"SF, 드라마",
movie,Eterno visionario,Eterno visionario,,2024-11-07,1.899,7.1,드라마,
movie,The Bleacher,The Bleacher,,2024-01-22,1.766,0.0,"애니메이션, 공포",
movie,Hell Camp: Teen Nightmare,헬 캠프: 청소년 지옥 훈련소,혹독한 유타 사막에서 통제 불능 청소년들을 대상으로 진행되는 치료 캠프.  참가자들은 가혹한 환경과 그보다 더 가혹한 직원들의 만행을 견뎌야 했다.,2023-12-27,2.967,5.744,다큐멘터리,
movie,هوبال,هوبال,,2025-01-02,1.766,10.0,드라마,
movie,Kutsal Damacana 5: Zombi!,Kutsal Damacana 5: Zombi!,,2025-01-17,1.778,1.0,"코미디, 공포, 판타지",
movie,Obi-Wan Kenobi: The Patterson Cut,Obi-Wan Kenobi: The Patterson Cut,,2023-11-01,1.765,8.5,"SF, 모험, 액션, 드라마, TV 영화",
movie,攻殻機動隊 SAC_2045 最後の人間,攻殻機動隊 SAC_2045 最後の人間,,2023-11-23,1.765,8.0,"애니메이션, 액션, SF",
movie,BLOODNIGHT STAINS,BLOODNIGHT STAINS,,2025-02-10,2.359,0.0,"공포, 다큐멘터리",
movie,싱글 인 서울,싱글 인 서울,"혼자여서 좋은 파워 인플루언서 영호와 혼자인 게 괜찮지 않은 유능한 출판사 편집장 현진. 싱글 라이프를 담은 에세이 시리즈의 작가와 편집자로 만난 영호와 현진. 생활 방식도 가치관도 서로 다른 두 사람은 책을 두고 사사건건 대립하면서도, 함께 보내는 시간이 나쁘지만은 않은데…",2023-11-29,1.765,6.2,"로맨스, 코미디","Netflix, wavve, Netflix basic with Ads"
movie,Bye Sweet Carole,Bye Sweet Carole,,2024-06-26,1.764,0.0,"애니메이션, 판타지, 드라마, 공포, 스릴러",
movie,Rupestres,Rupestres,,2025-02-12,2.441,0.0,다큐멘터리,
movie,Dr. Death: Cutthroat Conman,Dr. Death: Cutthroat Conman,,2023-12-21,1.762,7.5,"다큐멘터리, 범죄",
movie,The Girl Locked Upstairs: The Tanya Kach Story,The Girl Locked Upstairs: The Tanya Kach Story,,2024-06-08,1.761,6.4,"범죄, 드라마, TV 영화",
movie,Leap of Faith: William Friedkin on The Exorcist,"윌리엄 프리드킨, 엑소시스트를 말하다",알렉상드르 O. 필립은 나긋나긋한 방식의 다큐멘터리 영화를 통해 영화 엑소시스트와 영화 제작자에 관해 더 많은 것을 알 수 있게 하는 독특한 방법을 제시한다. 필립 감독은 프리드킨 감독과의 밀접하고 사적인 인터뷰를 활용해 엑소시스트에 나오는 서정적이고 심령적인 영화 에세이를 그려낸다.,2023-10-05,1.76,7.3,"다큐멘터리, 공포",
movie,Mr. Manhattan,Mr. Manhattan,,2024-05-23,1.76,7.3,"로맨스, 가족, 드라마, TV 영화",
movie,Jour de colère,Jour de colère,,2024-09-18,1.76,5.5,"스릴러, 판타지",
movie,Out of Plain Sight,Out of Plain Sight,,2025-02-07,1.807,10.0,다큐멘터리,
movie,室井慎次 生き続ける者,室井慎次 生き続ける者,,2024-11-15,1.758,0.0,"범죄, 미스터리, 드라마",
movie,Virgin River: The More The Merrier,Virgin River: The More The Merrier,,2023-11-30,1.758,10.0,"로맨스, 드라마",
movie,Ett sista race,Ett sista race,,2023-12-25,1.758,5.5,"액션, 코미디",
movie,La Tête dans les étoiles,La Tête dans les étoiles,,2023-10-12,1.758,6.0,코미디,
movie,El Mejor Infarto de mi Vida,El Mejor Infarto de mi Vida,,2025-01-24,1.757,0.0,,
movie,Kronprinsen och tyrannens återkomst,Kronprinsen och tyrannens återkomst,,2025-02-07,2.025,0.0,"모험, 드라마, 가족",
movie,Pyšná princezna,Pyšná princezna,,2024-11-07,2.929,6.5,"애니메이션, 가족, 판타지",
movie,Christmas in the Spotlight,Christmas in the Spotlight,,2024-11-23,1.756,6.6,로맨스,
movie,Imago,Imago,,2024-11-08,1.756,0.0,드라마,
movie,Çok Aşk,Çok Aşk,,2023-10-26,1.829,6.4,"코미디, 로맨스","Netflix, Netflix basic with Ads"
movie,纸新娘,종이 신부,"민국 초, 청보촌 마가대부인이 병으로 죽은 큰손자 마명을 위해 음혼을 하고 있는데, 갑자기 종이신부가 기괴하게 부활하여 현장이 혼란스럽다.음양반선은 둘째 손자 마불쾌가 피로 인해 종이신부와 악연을 맺어 종이신부에게 얽힌 것으로 보고 마택을 떠나보내야 했다.11년 후, 마는 곧 연인 이초디를 데리고 고향으로 돌아가 혼사에 대해 이야기했는데, 뜻밖에도 그가 마저로 돌아온 후 괴이한 사건이 연이어 발생하자, 어떤 귀신론도 믿지 않았다. 그는 이 일이 다른 수상쩍다고 생각하고, 직접 수수께끼를 풀기로 결심했고, 그 과정에서 점차 오래 된 원한을 알게 되었다.",2023-12-02,1.754,6.5,스릴러,
movie,Рыжий,Рыжий,,2023-10-06,1.754,0.0,드라마,
movie,Life.. and..,Life.. and..,,2025-02-12,2.437,0.0,,
movie,Everybody’s Work: Healing What Hurts Us All,Everybody’s Work: Healing What Hurts Us All,,2025-02-12,2.687,0.0,,
movie,Недеља,Недеља,,2024-01-16,1.754,9.0,"드라마, 음악",
movie,Jour de chasse,헌팅 데이즈,젊은 여성 니나는 외딴 오두막의 사냥꾼 무리에 합류한다. 이 남성중심적 소규모 사회 안에서 니나는 마침내 새로운 소속감을 느낀다. 하지만 정체불명의 낯선 이의 등장으로 이 무리의 섬세한 균형이 깨질 위험에 처한다.,2024-08-16,1.754,5.9,"미스터리, 스릴러, 드라마",
movie,Deadpool Remake,Deadpool Remake,,2024-09-20,2.686,10.0,"액션, 코미디",
movie,Stevie Van Zandt: Disciple,Stevie Van Zandt: Disciple,,2024-06-08,2.034,7.333,"다큐멘터리, 음악",
movie,Slave Play. Not a Movie. A Play.,Slave Play. Not a Movie. A Play.,,2024-06-10,1.751,0.0,다큐멘터리,
movie,Prey,Prey,,2025-02-07,1.772,0.0,"스릴러, 드라마, 다큐멘터리",
movie,Freelance,Freelance,,2024-10-12,1.75,4.8,"스릴러, 공포",
movie,Ride,Ride,,2024-06-14,1.75,6.8,"범죄, 드라마",
movie,Invention,Invention,,2024-08-11,1.749,0.0,드라마,
movie,Idź pod prąd,Idź pod prąd,,2024-09-27,1.749,6.0,"드라마, 역사, 음악",
movie,Eco,Eco,,2024-07-25,1.749,0.0,SF,
movie,Do Not Open,Do Not Open,,2024-11-12,1.748,2.6,"공포, 스릴러",
movie,Please Don't Feed the Children,Please Don't Feed the Children,,2024-10-10,4.078,4.0,"공포, 스릴러",
movie,พัสดุฝ่าแดนมรณะ,พัสดุฝ่าแดนมรณะ,,2024-04-25,1.747,8.0,"액션, 스릴러",
movie,Ma chi ti conosce?,Ma chi ti conosce?,,2024-11-03,1.747,7.0,코미디,
movie,The Hit List,The Hit List,,2025-02-11,2.256,0.0,"로맨스, 스릴러, 코미디",
movie,סודה,סודה,,2024-06-05,1.746,0.0,드라마,
movie,Cadı,Cadı,,2024-04-26,1.801,7.2,"미스터리, 스릴러, 공포",
movie,Christmas by Candlelight,Christmas by Candlelight,,2023-12-13,1.746,7.3,"TV 영화, 코미디, 로맨스, 가족",
movie,A Whitewater Romance,A Whitewater Romance,,2024-05-11,1.775,6.8,"로맨스, TV 영화",
movie,Kuća od blata,Kuća od blata,,2024-10-10,1.745,5.0,"공포, 드라마",
movie,Hasan Minhaj: Off with His Head,하산 미나즈: 얼굴 좀 치워줄래,"에너지를 듬뿍 채워 돌아온 미나즈가 선사하는 도발적이고 웃기면서도 이따금 고삐 풀리는 시간. 정치 풍자, 엉뚱한 자기 계발 사례와 더불어 어린 자녀와 늙어가는 부모가 함께하는 삶의 이런저런 고충이 쏟아진다.",2024-10-21,1.745,6.545,코미디,"Netflix, Netflix basic with Ads"
movie,Stress Positions,스트레스 포지션스,,2024-04-19,1.744,5.7,코미디,
movie,Una muerte silenciosa,Una muerte silenciosa,,2025-01-09,1.743,8.0,스릴러,
movie,打黑,타흑,,2024-08-22,1.742,4.8,"범죄, 드라마",
movie,Super Icyclone,Super Icyclone,,2024-04-01,1.741,5.7,액션,
movie,The Girl in the Garage: The Laura Cowan Story,The Girl in the Garage: The Laura Cowan Story,,2025-01-18,1.741,10.0,"드라마, TV 영화",
movie,Turn & Cough,Turn & Cough,,2025-02-14,2.938,0.0,코미디,
movie,Janji Darah,Janji Darah,,2024-07-04,2.17,6.3,"드라마, 공포, 스릴러","Netflix, Netflix basic with Ads"
movie,วัยเป้ง นักเลงขาสั้น 2,วัยเป้ง นักเลงขาสั้น 2,,2024-10-23,1.741,1.0,"액션, 드라마",
movie,اچاری محبت,اچاری محبت,,2024-04-10,1.741,0.0,코미디,
movie,The World According to Allee Willis,The World According to Allee Willis,,2024-11-15,1.74,0.0,"다큐멘터리, 음악",
movie,As Neves,As Neves,,2024-05-10,1.813,6.2,드라마,
movie,I'm Your Venus,I'm Your Venus,,2024-06-06,2.011,0.0,다큐멘터리,
movie,Hawkeye: The Broken Arrow,Hawkeye: The Broken Arrow,,2025-01-30,1.739,10.0,"스릴러, 액션",
movie,东北“大仙儿”,东北“大仙儿”,,2025-01-09,1.739,0.0,"스릴러, 드라마, 코미디",
movie,Prey for the Bride,Prey for the Bride,,2024-02-16,1.739,0.0,"공포, 스릴러, TV 영화",
movie,I soliti idioti 3 - Il ritorno,I soliti idioti 3 - Il ritorno,,2024-01-25,3.135,4.6,코미디,
movie,Silence 2: The Night Owl Bar Shootout,Silence 2: The Night Owl Bar Shootout,,2024-04-16,1.738,6.8,"스릴러, 범죄",
movie,Hatıran Yeter,Hatıran Yeter,,2024-02-16,2.267,10.0,"드라마, 로맨스",
movie,Red Light District Shark Attack,Red Light District Shark Attack,,2023-12-15,1.737,0.0,"공포, 액션",
movie,Pulau Hantu,Pulau Hantu,,2024-10-10,1.736,7.7,"모험, 공포",
movie,Juffrouw Pots,Juffrouw Pots,,2025-02-05,1.863,0.0,가족,
movie,Trapped,Trapped,,2024-03-09,1.736,0.0,드라마,
movie,Lovebug,Lovebug,,2025-02-05,1.736,0.0,"드라마, 로맨스",
movie,Mamántula,마만툴라,"'마만툴라'는 모든 사람이 원하는 소년이지만, 사실 그는 인간으로 위장한 거대한 거미다. 푹푹 찌는 사우나, 끝이 없는 지하철 복도, 트렌치코트와 모자를 쓴 탐정들이 있는 다른 차원의 과거에서 온 마만툴라는 자신의 차원으로 돌아가기 위해 거대한 거미줄을 짠다.",2024-10-23,1.735,4.5,"드라마, 스릴러, 범죄",
movie,焚城,焚城,,2024-10-25,3.25,6.8,"드라마, 액션, 범죄",
movie,విశ్వం,విశ్వం,,2024-10-11,1.735,3.0,"액션, 코미디",
movie,Journey to Christmas,Journey to Christmas,,2023-10-29,1.735,7.033,"TV 영화, 코미디, 로맨스",
movie,Penal Cordillera,Penal Cordillera,,2024-09-19,1.812,0.0,드라마,
movie,The Kings of Queenstown,퀸스타운 킹스,한물간 왕년의 축구 스타가 아버지의 사망 후 퀸스타운으로 낙향한다. 그리고 그곳에서 큰 꿈을 품은 축구 유망주 아들과 다시 가까워지기 위해 분투한다.,2023-11-17,1.885,5.8,드라마,"Netflix, Netflix basic with Ads"
